case_number,species,nez_taille_oeil,nez_longueur_museau,nez_largeur_museau,nez_epaisseur,gueule_taille_dent,gueule_ecart_machoire,aileronHaut_longueur,aileronHaut_largeur,tronc_longueur,tronc_epaisseur,tronc_largeur,aileronBas_longueur,aileronBas_largeur,queue_taille_aileron,queue_longueur,aileronArriere_longueur,aileronArriere_largeur,bas_longueur,bas_epaisseur,bas_largeur
2008.11.28,oceanic whitetip shark,2.98,11.18,7.5,4.31,3.77,67.68,17.31,2.33,6.15,1.45,3.08,6.01,7.96,19.97,28.36,5.52,3.76,4.04,1.71,6.34
2008.11.09.b,bronze whaler shark,1.75,13.99,3.18,10.29,2.54,58.6,16.61,7.94,4.94,6.92,5.76,7.33,6.76,16.54,18.07,1.51,1.71,3.65,4.77,6.57
2008.10.22,grey nurse shark,6.78,8.24,8.89,5.3,3.51,24.86,6.35,7.95,3.55,7.26,9.82,7.06,7.52,7.49,20.23,4.16,1.2,9.19,6.0,7.44
2008.10.21,lemon shark,7.48,11.14,4.19,4.2,3.71,65.65,7.35,9.85,6.19,5.34,9.39,9.62,6.44,13.42,19.37,1.74,1.48,7.17,5.91,5.37
2008.10.12,reef shark,7.1,14.98,11.58,9.61,2.63,55.89,6.43,2.28,4.8,3.95,2.99,18.59,4.78,7.38,24.13,2.76,1.42,5.16,3.97,2.3
2008.10.06,white shark,9.74,12.19,11.61,1.98,4.09,35.06,7.61,7.24,5.05,6.94,7.6,10.15,9.62,14.23,21.47,5.21,2.82,9.72,3.0,3.15
2008.09.15,bronze whaler shark,2.76,9.21,2.0,1.52,3.77,68.65,7.19,4.06,6.3,1.77,8.99,6.13,7.45,17.52,18.44,1.03,1.69,6.86,5.03,5.29
2008.09.09,tiger shark,1.38,10.47,8.86,13.85,1.41,57.46,11.11,9.2,8.09,5.28,6.1,7.27,2.58,9.86,26.77,4.87,2.5,4.58,4.36,6.67
2008.09.08,white shark,8.88,5.97,2.38,3.03,3.25,34.98,19.27,6.9,2.94,3.87,4.54,6.86,9.64,18.14,28.66,2.6,2.9,7.0,4.12,2.46
2008.08.30.a,blue shark,2.18,14.02,2.28,2.63,3.54,21.86,6.05,9.19,7.94,4.59,2.98,10.76,3.97,9.13,26.24,5.84,2.46,9.56,5.18,4.86
2008.08.16,caribbean reef shark,2.27,7.85,3.21,14.35,5.02,72.94,7.78,7.49,3.32,5.04,3.82,15.13,2.23,18.07,12.43,1.21,2.89,9.65,1.55,7.16
2008.08.11,tiger shark,6.2,14.06,14.87,7.03,4.58,29.11,6.35,5.39,3.42,1.73,9.65,8.69,6.37,19.98,26.04,5.62,3.72,2.79,1.95,3.82
2008.07.30.R,gill shark,5.98,13.25,9.81,10.06,3.52,55.26,19.69,7.05,7.74,5.6,8.64,7.23,9.03,13.16,11.11,3.97,3.7,8.7,1.45,2.21
2008.07.30,white shark,7.48,6.17,10.09,14.49,1.9,81.32,19.98,8.21,2.6,6.32,7.29,16.93,7.59,12.14,28.82,4.56,3.37,2.07,3.97,5.43
2008.07.26.a,reef shark,1.58,10.12,11.88,7.04,3.23,33.21,5.68,4.2,3.42,1.99,9.28,11.25,4.28,11.81,9.59,3.73,1.37,9.22,3.02,5.75
2008.07.18,oceanic whitetip shark,9.41,14.89,12.17,8.15,2.69,99.24,13.39,5.27,7.86,3.72,8.77,6.15,4.87,15.97,9.9,2.75,3.35,3.84,5.73,2.98
2008.07.00,starry smoothhound shark,8.98,12.23,6.87,3.15,4.61,43.03,14.64,9.36,6.58,2.01,2.2,14.33,6.04,15.39,15.31,5.15,3.86,5.62,4.64,6.72
2008.06.28.b,bull shark,5.25,11.31,3.41,14.87,3.5,93.74,14.7,2.29,8.84,6.97,6.62,6.99,4.32,6.06,11.15,1.6,2.18,7.82,3.61,2.64
2008.06.28.a,white shark,4.95,9.86,6.7,4.58,2.72,71.11,8.73,6.62,9.3,2.95,2.48,16.8,2.03,9.48,10.51,4.19,1.93,2.84,3.33,7.4
2008.06.26.R,white shark,4.95,5.89,2.46,9.7,4.63,56.98,6.93,8.72,3.33,5.1,4.77,17.09,7.83,13.08,6.3,5.28,1.96,4.99,3.93,7.41
2008.06.21,white shark,2.99,6.67,10.15,8.76,3.92,85.04,14.03,8.87,6.34,5.04,5.64,13.49,8.52,19.38,21.48,1.31,1.78,5.09,1.45,3.76
2008.06.02.R,basking shark,5.93,12.44,9.72,2.64,1.67,78.92,7.8,3.91,9.64,2.96,2.19,13.31,9.77,18.26,25.24,1.57,1.78,2.56,5.76,7.1
2008.06.01.a,bull shark,1.29,7.72,4.76,7.99,3.45,55.79,15.61,4.66,5.82,6.89,5.12,15.17,5.84,19.91,25.56,3.03,3.46,2.42,2.1,4.52
2008.05.24.b,tiger shark,3.02,7.42,14.27,2.9,4.68,65.12,14.39,4.62,3.32,7.58,7.18,6.83,3.7,12.19,9.82,5.69,1.35,3.82,3.66,5.08
2008.05.10,white shark,8.08,5.75,9.83,14.76,3.73,20.51,18.95,9.38,3.45,4.11,4.53,8.98,5.39,6.06,20.46,3.92,3.62,2.47,5.66,4.92
2008.05.07.b,bull shark,7.68,8.32,7.95,12.53,1.54,45.23,17.96,8.0,2.77,4.36,4.06,9.21,3.23,8.55,26.65,4.96,2.18,3.76,2.0,6.25
2008.04.28.b,tiger shark,8.39,14.52,11.41,2.87,1.33,63.96,7.46,5.85,2.86,1.12,8.4,9.11,7.22,14.68,15.8,2.75,3.9,2.01,4.77,3.24
2008.04.26.b,bull shark,6.36,11.66,9.76,6.11,1.77,79.84,15.25,4.79,3.33,5.36,2.01,11.13,3.72,12.44,22.47,5.39,3.94,7.5,3.04,2.59
2008.04.25,white shark,8.39,8.79,5.56,9.53,4.21,29.87,16.82,5.06,2.71,5.9,3.57,7.3,9.08,16.4,6.09,2.22,2.88,8.8,4.01,2.32
2008.04.20.a,tiger shark,6.07,10.29,10.69,3.82,4.04,85.43,8.94,5.29,3.22,1.97,2.51,12.12,9.36,19.85,18.46,2.63,3.99,5.62,5.31,3.49
2008.04.19.R,tiger shark,3.44,11.7,3.75,3.88,4.07,76.39,10.75,5.69,2.85,6.36,5.46,6.8,6.73,8.25,19.58,3.1,2.32,7.5,3.75,2.24
2008.04.08,bull shark,3.62,14.93,5.25,5.99,4.15,91.94,15.23,4.44,2.91,2.83,8.84,8.19,6.54,9.07,27.02,5.31,2.24,3.22,4.48,3.52
2008.03.07,white shark,5.37,9.91,3.2,6.41,1.31,29.12,9.63,5.2,9.04,1.19,2.01,6.5,6.13,9.77,28.04,5.0,2.2,2.68,2.35,7.35
2008.02.24,bull shark,8.34,7.21,4.14,12.45,4.42,37.97,10.35,3.66,5.48,5.47,9.49,10.97,5.29,5.77,13.45,1.52,2.65,9.49,2.21,3.88
2008.01.30,goblin shark,8.91,14.61,7.79,5.28,5.08,46.77,14.13,8.16,9.06,7.45,8.52,16.84,4.34,9.34,19.34,5.16,2.11,8.0,2.13,2.76
2008.01.29,blacktip shark,2.2,7.04,6.01,11.64,4.15,41.78,16.45,6.98,4.52,5.48,7.91,5.8,5.16,6.5,19.78,5.93,3.42,6.23,5.48,7.01
2008.01.27,mako shark,5.3,7.01,3.43,3.38,2.36,79.57,7.9,2.74,9.35,5.08,7.88,17.73,4.26,16.24,26.53,3.58,1.25,7.96,4.8,6.58
2008.01.14,bronze whaler shark,1.73,11.65,12.25,10.14,4.01,62.61,14.43,6.57,5.33,6.99,7.37,15.73,9.68,8.03,15.15,1.89,1.32,3.84,3.37,7.74
2008.00.00.b,nurse shark,8.22,12.47,12.27,14.76,2.44,77.65,5.51,8.91,9.48,4.11,6.14,8.9,6.81,7.56,9.83,3.73,2.07,7.55,4.76,5.02
2008.00.00.a,hammerhead shark,2.46,5.17,13.32,2.25,2.75,84.59,17.14,3.38,7.68,6.34,2.56,6.47,8.79,6.66,23.21,1.22,2.67,5.49,5.13,5.77
2007.12.10,tiger shark,5.58,12.38,14.69,2.46,5.06,33.52,9.59,4.99,4.81,1.69,7.37,14.68,5.29,11.15,7.16,1.62,1.46,4.6,3.66,2.83
2007.11.18,reef shark,2.19,8.08,10.88,12.69,2.52,75.08,5.66,8.59,4.09,4.36,8.6,17.11,4.01,13.32,19.94,3.9,1.48,3.23,4.43,2.57
2007.11.03,white shark,9.52,10.98,3.04,10.95,2.76,34.79,13.42,6.69,7.23,4.18,2.84,19.93,6.78,18.7,28.59,3.34,2.47,4.41,2.22,3.64
2007.10.29,tiger shark,7.82,5.54,14.6,7.98,1.78,53.98,8.85,5.17,7.37,3.75,9.69,18.62,6.09,11.47,10.68,1.17,2.8,6.95,5.54,7.34
2007.10.15,white shark,7.43,14.53,12.25,9.19,4.31,35.9,7.56,2.71,5.09,1.92,2.68,10.91,3.04,8.96,8.33,3.75,2.09,9.01,1.84,3.04
2007.10.13,bronze whaler shark,9.96,9.42,10.97,4.07,2.12,98.07,14.28,9.18,9.76,4.13,7.48,18.6,5.36,12.8,5.74,3.82,2.72,3.05,2.84,7.65
2007.10.06,blacktip shark,2.5,8.98,7.56,9.63,5.08,86.2,11.56,7.95,6.85,1.65,4.69,19.45,6.44,8.68,28.85,4.22,3.4,6.16,1.17,3.01
2007.09.30.a,tiger shark,7.05,11.61,9.56,11.11,3.75,33.26,6.78,5.72,5.65,6.01,4.02,8.03,6.72,7.7,5.42,4.02,3.95,6.76,3.29,5.06
2007.09.28,caribbean reef shark,5.34,9.66,8.89,14.68,3.05,60.64,9.62,8.19,3.99,5.66,4.81,18.47,6.61,5.33,17.85,3.94,2.33,7.28,5.05,7.49
2007.09.27.b,white shark,6.15,8.87,12.86,2.96,2.7,58.41,11.2,5.21,5.59,4.28,4.8,16.49,9.93,10.64,6.85,2.24,3.59,6.15,4.48,4.19
2007.09.27.a,oceanic whitetip shark,3.11,13.91,11.16,5.6,1.33,59.88,10.23,7.95,4.56,7.62,3.43,14.48,6.89,10.1,21.32,2.45,2.86,5.17,1.59,2.53
2007.09.17,grey reef shark,8.73,14.01,12.11,5.04,2.57,84.1,8.11,8.53,6.27,1.35,6.93,15.57,7.49,18.14,21.26,3.24,3.27,8.59,1.82,2.87
2007.09.13,nurse shark,3.51,9.28,7.06,10.39,4.54,90.62,17.13,6.03,7.78,5.88,2.34,12.38,8.24,13.42,6.13,3.15,1.73,6.67,4.87,7.1
2007.09.03.a,spinner shark,6.6,13.82,4.88,12.73,4.05,88.04,5.44,5.96,3.81,6.04,8.71,9.93,9.38,7.55,17.26,1.67,3.73,5.2,1.21,7.26
2007.08.28.b,tiger shark,7.93,11.57,4.37,14.57,1.72,96.5,9.78,3.67,7.38,3.05,3.39,10.27,5.51,12.76,14.53,2.6,1.81,5.25,5.77,4.09
2007.08.28.a,white shark,4.04,8.25,8.26,8.98,2.47,97.84,12.74,9.05,8.49,7.32,8.0,8.35,6.06,8.66,26.67,3.1,1.5,4.11,5.26,3.26
2007.08.22,sand shark,5.95,9.99,9.91,9.5,2.02,60.28,17.87,9.24,9.78,6.97,6.1,17.16,4.49,7.57,25.21,3.38,1.99,3.87,2.76,2.26
2007.08.20,sandtiger shark,1.67,10.96,5.72,6.42,1.97,29.54,12.77,7.01,9.94,3.7,2.43,5.78,5.61,7.63,12.11,2.53,2.18,7.54,3.07,6.42
2007.08.15,bull shark,7.73,7.08,13.99,2.8,4.91,80.44,16.89,2.07,4.61,6.34,4.19,12.1,3.84,12.67,27.55,2.29,1.33,8.86,5.03,5.61
2007.08.07,bull shark,4.27,10.85,13.15,6.79,4.71,31.64,9.78,9.12,9.81,4.84,2.81,18.72,3.27,17.71,13.22,3.73,3.18,2.66,4.98,3.56
2007.07.22,white shark,8.29,14.72,6.88,12.13,3.4,77.85,6.25,7.99,4.38,3.65,8.99,10.08,8.33,12.16,25.72,4.19,1.37,5.91,4.14,2.42
2007.07.21,white shark,2.66,12.95,11.05,6.73,1.51,54.83,8.93,9.53,7.28,2.52,4.96,13.4,3.48,5.66,18.49,5.81,3.4,4.73,1.81,5.58
2007.07.19.a,bronze whaler shark,9.24,9.81,10.96,5.97,5.05,40.27,18.2,9.87,2.51,6.04,6.65,14.61,4.86,14.65,13.2,2.84,3.78,3.77,2.93,4.84
2007.07.18.a,catshark,8.34,10.41,3.04,1.91,3.8,86.28,9.26,2.58,8.95,2.29,4.14,17.67,2.37,18.98,28.91,1.19,2.26,5.13,4.16,6.28
2007.07.10,bull shark,4.32,5.3,4.05,10.54,4.77,68.22,17.59,8.07,8.94,1.95,8.5,11.22,2.66,5.53,10.08,1.98,3.74,5.58,4.92,2.8
2007.06.30.b,lemon shark,8.73,7.82,9.51,1.76,3.97,26.55,6.02,6.85,5.74,7.56,9.21,6.89,7.14,11.17,5.59,3.82,3.96,2.16,3.1,4.17
2007.06.24,tiger shark,4.51,8.82,7.22,10.55,2.28,60.38,18.06,5.72,7.68,7.64,3.47,8.49,4.11,15.63,19.42,3.37,1.7,4.31,3.89,2.32
2007.05.24,blacktip reef shark,4.77,6.72,10.79,7.68,1.73,72.54,9.25,6.81,6.01,6.95,6.34,12.06,3.17,9.85,11.73,3.09,3.77,9.18,3.85,5.11
2007.05.09.R,white shark,3.41,14.01,14.12,12.89,2.21,66.52,13.85,6.97,6.92,3.39,9.01,7.23,4.97,8.04,20.73,3.13,2.44,9.24,3.23,6.69
2007.05.07.b,tiger shark,9.0,6.68,8.17,11.04,3.95,81.95,5.1,5.04,9.85,3.25,9.24,13.58,6.88,5.01,13.6,2.99,1.21,3.4,2.16,2.83
2007.05.00,lemon shark,4.91,8.85,12.56,13.46,4.15,46.37,5.26,9.86,9.99,5.22,9.07,5.02,9.72,12.23,8.44,4.97,3.08,4.26,2.38,6.41
2007.04.22,spinner shark,7.88,10.48,12.98,3.83,2.63,98.56,14.76,7.7,7.03,5.42,4.9,15.72,6.84,12.23,18.58,4.83,2.55,6.98,2.25,7.65
2007.04.13.R,bull shark,5.55,12.87,7.97,6.31,3.05,36.15,8.96,2.59,7.17,3.76,4.4,12.79,9.85,17.72,16.87,5.13,3.31,3.0,3.12,2.0
2007.04.09,tiger shark,9.62,7.32,10.66,6.99,3.76,44.67,8.72,4.45,5.33,3.55,8.47,14.76,5.01,17.18,29.25,1.44,3.76,9.82,2.34,3.0
2007.03.05.R,tiger shark,8.61,9.44,7.61,7.4,3.39,26.25,15.38,2.98,8.45,5.1,2.65,13.5,6.56,8.65,9.2,1.01,2.4,5.15,1.05,3.17
2007.01.25.b,tiger shark,9.35,7.81,2.96,8.13,1.97,22.6,8.49,2.88,9.75,7.35,9.19,17.52,7.03,5.6,29.66,4.67,1.18,8.62,2.04,5.1
2007.01.23,white shark,7.6,13.71,11.45,11.49,5.07,55.23,6.9,2.35,8.52,4.28,8.25,9.34,8.99,6.32,11.28,1.66,2.96,5.1,3.74,2.82
2007.01.14,tiger shark,2.04,12.45,5.14,10.34,4.64,52.93,6.83,6.59,3.31,5.88,2.16,13.69,9.64,8.4,28.1,5.68,3.52,3.1,5.26,3.1
2007.00.00,silvertip shark,3.02,6.21,5.83,2.92,2.49,41.25,15.42,8.24,8.56,1.22,5.91,16.47,5.4,14.38,19.6,4.23,3.25,6.86,2.93,4.18
2006.12.10,white shark,4.32,10.19,10.49,13.95,1.98,84.18,8.83,7.82,4.97,5.28,6.11,7.05,2.2,18.29,26.0,4.92,3.72,6.17,4.28,3.71
2006.12.06,raggedtooth shark,2.09,7.57,2.69,12.22,2.73,73.19,13.18,6.24,2.66,1.9,5.12,10.27,6.46,17.25,10.22,1.12,1.55,4.53,3.92,6.04
2006.12.02,white shark,8.4,8.53,5.26,13.02,2.52,80.73,10.75,4.59,7.18,5.96,9.75,11.05,4.91,7.05,26.77,5.58,2.67,2.65,1.63,5.27
2006.11.09,bull shark,8.22,9.2,7.58,1.34,4.66,50.83,6.5,5.23,2.63,6.71,8.58,9.76,2.37,17.9,6.5,2.42,3.26,3.73,2.69,6.08
2006.10.31,white shark,1.63,5.35,11.28,9.4,4.43,98.1,7.94,3.83,5.75,6.36,9.32,19.98,7.9,6.42,28.12,4.97,2.66,7.81,5.36,3.24
2006.09.18.R,nurse shark,4.14,11.82,12.51,10.54,1.99,51.53,7.54,5.61,2.88,1.65,7.79,14.02,9.41,14.59,6.61,5.88,3.51,7.99,4.03,5.81
2006.09.14,spinner shark,2.73,8.35,5.49,14.75,4.63,79.46,9.27,6.34,2.86,4.61,9.97,9.57,9.97,14.36,5.22,1.21,2.56,2.79,4.72,5.65
2006.09.02,white shark,4.34,7.4,8.36,5.84,1.52,59.91,16.3,2.22,7.35,4.15,9.04,7.24,6.74,11.25,9.67,1.22,3.84,4.6,2.57,2.01
2006.08.29.a,bronze whaler shark,3.88,11.45,8.79,2.4,1.92,53.46,12.77,4.89,3.42,5.11,2.78,13.26,3.75,12.68,8.88,3.37,1.62,4.3,4.34,7.05
2006.08.13,white shark,7.95,14.02,3.6,12.13,3.86,94.5,8.04,6.4,8.57,2.28,6.28,5.05,4.67,13.35,9.53,1.51,3.8,5.33,3.71,2.64
2006.08.00.a,bull shark,7.24,12.78,11.68,4.15,4.09,41.86,13.22,6.32,4.35,2.76,8.92,14.32,2.64,12.19,18.51,2.22,3.27,9.48,5.99,2.34
2006.07.31.R,catshark,5.92,5.09,12.69,3.09,3.79,32.91,15.42,6.67,2.65,2.42,9.71,19.82,2.06,13.62,26.83,4.92,1.47,3.34,4.98,5.64
2006.07.31.a,white shark,6.64,5.93,6.61,14.18,3.33,92.07,16.78,8.05,10.0,2.83,8.26,19.26,7.95,8.59,25.84,2.4,1.92,2.71,5.81,7.51
2006.07.29.b,mako shark,8.79,12.02,9.84,5.12,2.65,54.37,10.9,9.59,4.75,3.29,4.44,5.24,7.17,7.2,11.39,5.92,1.47,3.77,2.81,6.74
2006.07.28,white shark,3.49,8.06,8.51,8.26,2.66,25.49,16.54,3.59,4.01,7.64,7.68,9.71,7.25,17.17,8.84,3.45,1.04,7.06,4.43,5.25
2006.07.23,bull shark,8.25,13.73,9.44,5.82,2.26,65.01,7.79,5.88,5.44,7.6,4.61,10.49,3.73,6.36,5.26,3.73,2.37,3.04,3.23,2.57
2006.07.17,angel shark,7.3,14.51,6.0,7.55,1.77,32.75,18.62,9.13,8.81,2.93,3.63,12.46,4.33,13.83,16.87,4.53,3.15,4.51,4.34,7.83
2006.07.10,tiger shark,5.27,10.69,10.03,7.12,4.66,56.76,9.8,5.12,9.14,6.61,7.72,19.41,6.83,10.15,16.65,2.2,1.17,2.16,5.21,3.94
2006.07.08.b,bull shark,6.9,9.87,4.69,2.13,2.5,59.89,17.78,2.05,3.55,4.84,4.72,8.94,6.63,14.16,10.79,5.67,1.57,4.65,3.62,2.4
2006.06.30.b,blacktip reef shark,2.58,11.47,10.91,14.23,1.7,78.55,15.25,7.83,5.02,6.82,5.64,15.44,8.88,12.25,10.02,3.12,2.75,4.13,2.08,7.3
2006.06.30.a,blacktip reef shark,5.22,5.55,12.22,11.93,2.19,91.09,14.71,2.67,3.64,1.08,6.18,13.97,8.31,14.27,13.63,4.31,2.29,6.87,2.29,7.7
2006.06.20,spinner shark,4.68,10.79,10.26,12.39,4.36,95.46,5.47,6.93,6.71,4.39,3.6,9.93,7.62,13.63,16.01,1.2,2.67,6.24,1.72,2.29
2006.06.05,white shark,2.55,10.35,12.59,12.36,3.51,24.4,11.03,2.74,5.95,3.4,2.56,15.92,7.25,10.1,17.22,3.1,3.73,7.31,1.59,7.74
2006.05.31,tiger shark,3.78,10.64,13.21,2.64,5.04,75.28,8.74,4.16,9.12,5.85,9.99,9.56,6.53,14.37,18.64,1.31,2.09,5.04,3.41,6.23
2006.05.28,tiger shark,3.6,10.6,2.69,10.58,5.1,75.6,14.34,6.08,8.67,1.61,2.57,19.66,3.68,7.35,5.75,4.85,3.26,4.41,3.45,2.92
2006.05.24,grey reef shark,5.77,13.09,12.61,5.42,3.5,53.84,18.41,4.15,8.37,7.8,5.35,16.51,5.21,17.25,20.04,2.95,3.67,2.12,3.54,5.78
2006.05.19,tiger shark,6.17,6.2,4.28,3.12,4.44,20.87,18.5,4.09,7.86,5.6,5.81,14.88,2.54,15.1,21.78,3.11,1.47,3.11,2.24,4.65
2006.04.13,bull shark,5.46,9.26,2.73,14.49,2.57,70.87,14.67,4.69,9.34,4.17,3.36,13.16,3.79,6.29,19.19,1.47,1.0,7.1,1.6,2.64
2006.04.11,bronze whaler shark,2.13,14.89,5.33,6.69,1.32,76.45,12.98,2.5,6.92,1.55,3.5,18.47,3.86,16.98,24.25,5.85,2.11,3.51,4.7,4.31
2006.04.09.b,raggedtooth shark,5.6,5.81,3.75,9.46,2.38,53.13,13.13,2.19,9.6,7.82,2.61,6.38,6.15,9.49,27.7,4.45,3.63,2.39,1.81,3.8
2006.04.09.a,tiger shark,4.73,12.68,2.85,10.16,4.42,84.26,6.79,7.92,7.92,5.6,7.6,10.69,4.72,15.82,23.03,2.04,3.77,5.64,1.21,6.89
2006.03.23,tiger shark,9.87,6.42,11.29,8.11,1.8,75.21,17.14,3.74,4.93,3.97,5.34,15.65,9.33,17.07,8.26,3.51,3.5,9.74,1.76,5.36
2006.03.19,tiger shark,1.69,6.16,13.46,2.9,1.81,29.73,12.23,4.47,9.71,5.96,8.5,19.86,8.02,18.3,13.13,5.36,1.33,2.96,2.9,7.45
2006.03.15,bronze whaler shark,5.72,13.3,11.05,7.61,1.87,65.54,10.36,5.43,9.66,6.83,9.72,19.41,8.08,13.61,25.02,2.88,2.29,3.86,1.71,6.17
2006.02.12.a,white shark,7.42,8.42,5.1,7.21,2.48,92.72,7.99,4.21,8.07,6.14,4.56,18.05,9.76,12.13,19.09,4.79,2.41,5.62,4.96,3.7
2006.02.08,raggedtooth shark,9.22,9.54,14.79,3.81,2.28,91.1,15.01,8.13,7.18,7.93,2.63,5.07,6.45,18.89,8.29,3.48,3.62,6.43,2.26,6.67
2006.02.01.b,tiger shark,6.03,11.74,5.3,4.71,2.66,86.66,11.4,3.4,6.82,1.22,5.58,18.21,4.25,5.62,21.38,4.52,1.9,9.5,2.61,2.57
2006.01.15,white shark,3.69,13.12,2.51,6.58,1.46,49.16,17.74,9.53,2.64,4.98,9.79,8.18,5.68,16.1,13.23,3.34,3.85,7.45,5.47,3.33
2006.01.07,bull shark,6.97,7.98,6.8,1.68,3.51,44.42,12.87,3.7,3.84,7.9,7.99,7.19,7.05,11.04,10.34,2.0,2.22,6.91,2.71,4.45
2005.12.24,white shark,8.46,6.26,8.04,1.1,4.16,77.81,5.03,2.1,7.24,2.43,7.95,16.85,4.45,5.37,5.64,1.98,3.15,5.06,3.75,4.24
2005.12.21,tiger shark,2.63,7.58,4.51,13.51,2.43,89.82,15.71,5.71,7.54,2.94,3.06,5.43,9.96,6.08,17.18,1.98,3.79,6.78,4.37,3.43
2005.12.11,whitetip reef shark,3.82,12.9,5.88,12.27,2.02,20.65,12.24,2.4,7.48,7.25,8.2,13.56,6.22,16.53,15.97,1.3,1.61,2.64,2.07,6.59
2005.12.05.R,white shark,8.86,13.01,3.59,11.65,3.84,50.12,7.63,8.66,2.6,4.79,8.03,9.87,6.36,9.38,23.19,3.93,2.69,4.99,4.09,3.03
2005.11.25.c,white shark,2.09,7.13,2.61,11.74,4.32,67.72,8.94,2.54,3.33,3.79,3.48,13.07,2.89,13.17,28.89,4.46,2.4,6.62,3.98,5.56
2005.11.16.R,white shark,8.32,12.46,11.06,14.71,2.81,24.64,14.47,4.16,8.32,5.61,2.95,5.55,6.61,8.44,16.71,2.3,1.77,8.84,3.0,4.01
2005.11.15,raggedtooth shark,3.6,6.57,10.74,2.26,4.82,44.56,16.95,3.24,7.99,6.27,6.84,6.89,7.07,6.12,8.01,1.69,1.89,8.49,5.46,2.81
2005.11.02.a,white shark,7.51,6.25,2.66,9.79,1.84,50.66,19.34,6.41,8.07,1.15,9.69,11.64,9.79,5.04,9.33,3.63,3.96,9.29,4.96,2.57
2005.10.21,white shark,9.09,12.44,7.74,9.48,4.86,63.74,10.21,8.6,3.55,3.49,5.53,19.59,4.08,5.64,29.57,4.54,2.85,8.93,4.47,7.23
2005.10.19,white shark,4.12,11.19,9.62,1.17,4.13,58.08,14.43,5.45,5.89,7.1,9.24,11.08,8.65,7.26,18.9,3.23,1.43,5.29,3.36,3.84
2005.10.13,tiger shark,6.08,8.9,14.74,1.44,4.67,67.6,16.22,8.11,3.47,1.73,3.08,14.36,4.57,6.48,22.89,2.19,2.69,4.98,5.54,5.74
2005.10.11,caribbean reef shark,2.12,13.57,10.79,13.71,3.57,37.86,13.34,3.32,7.58,3.71,4.61,15.96,2.21,14.94,11.17,5.1,1.1,6.34,3.73,4.7
2005.10.01,white shark,7.65,11.54,7.47,2.58,4.25,50.53,14.11,9.79,8.34,5.25,5.97,7.97,2.67,10.73,17.78,3.53,1.72,7.87,1.14,3.13
2005.09.27.R,tiger shark,8.78,9.21,11.23,2.56,1.61,96.76,14.08,3.1,5.37,1.2,6.4,17.79,5.54,12.16,12.84,4.18,1.93,2.36,2.87,6.76
2005.09.24,white shark,4.59,12.65,14.56,14.46,2.39,28.84,9.2,9.2,9.06,7.39,6.18,18.17,8.44,9.61,14.99,2.24,2.88,9.26,5.15,4.99
2005.09.23,bronze whaler shark,9.53,7.17,4.34,12.89,4.03,77.92,11.96,5.13,5.56,1.22,8.38,13.22,2.88,18.27,24.28,1.81,3.11,3.98,4.61,5.06
2005.09.05,bull shark,5.97,11.03,2.38,7.23,4.08,45.78,19.33,5.26,5.23,3.59,6.55,5.78,9.4,8.69,19.28,2.9,2.0,2.08,5.5,2.86
2005.09.04.a,white shark,5.25,9.26,13.25,10.98,2.39,99.56,18.23,4.39,4.7,4.37,2.06,5.34,3.13,10.76,18.63,2.5,3.16,6.99,1.58,7.49
2005.08.24.b,white shark,7.55,7.74,2.1,5.77,1.92,35.03,5.56,3.21,2.54,3.81,3.83,12.05,9.91,19.23,28.99,5.6,3.44,6.86,3.41,3.26
2005.08.24.a,white shark,4.15,5.81,13.73,9.16,1.97,95.56,11.68,7.96,4.07,3.17,6.32,5.97,9.46,15.26,8.71,4.54,1.27,5.7,1.04,3.26
2005.08.21,blacktip shark,2.34,13.9,8.39,13.27,4.58,61.24,9.08,9.17,8.37,7.58,8.44,11.71,6.22,9.49,25.49,4.4,2.8,3.94,1.74,4.48
2005.06.27,bull shark,2.58,12.3,6.47,5.08,4.54,51.44,13.91,6.84,9.2,7.93,3.67,15.4,6.15,11.41,13.31,5.61,1.02,4.35,4.77,3.88
2005.06.25,bull shark,9.68,14.02,4.53,5.61,2.82,27.59,15.38,6.57,5.19,5.94,4.7,13.23,6.42,19.21,12.7,1.22,2.31,9.19,2.41,7.47
2005.06.13,white shark,7.08,13.5,4.79,4.09,3.99,58.81,11.93,5.47,5.35,1.15,3.75,14.22,7.98,16.35,28.2,3.18,1.38,4.62,2.87,2.48
2005.06.05,white shark,9.72,5.94,12.96,13.86,4.6,79.46,17.34,3.96,3.85,7.2,3.74,16.48,2.42,18.5,22.38,5.29,3.2,3.34,1.5,3.92
2005.06.04,white shark,9.01,5.21,6.63,13.17,4.32,50.96,12.23,2.88,8.36,2.11,6.51,11.14,5.7,16.68,28.61,5.64,1.72,3.03,4.57,6.02
2005.05.25,raggedtooth shark,6.62,6.42,5.81,7.89,2.7,52.17,9.36,3.03,9.88,1.4,6.05,19.61,2.81,19.44,19.75,2.86,1.53,4.37,5.22,4.84
2005.05.15,blacktip shark,3.67,7.75,3.52,5.26,3.27,72.58,11.23,3.42,8.72,3.74,9.47,16.15,7.44,14.47,23.94,3.41,3.58,4.33,5.33,3.22
2005.05.14,tiger shark,4.77,8.93,9.92,9.49,1.31,67.24,12.14,9.41,2.59,6.2,9.88,13.27,9.8,14.82,18.21,5.6,1.91,8.53,2.41,2.85
